flex_myobrick_pwm,extend_myobrick_pwm,current_angle,current_angular_velocity,current_angular_acceleration,desired_angle,desired_angular_velocity,desired_angular_acceleration
8.5,-1.0,117.06187438964844,0.03568773716688156,2.108137845993042,116.91769409179688,-1.1418709754943848,-8.133048057556152
9.5,7.0,116.91769409179688,-1.1418709754943848,-8.133048057556152,115.79092407226562,-2.499814987182617,4.050985336303711
9.5,7.0,115.79092407226562,-2.499814987182617,4.050985336303711,115.14788055419922,-1.5513067245483398,-2.71602463722229
9.5,7.0,115.14788055419922,-1.5513067245483398,-2.71602463722229,114.78813934326172,-0.8714296817779541,4.376443862915039
6.0,2.0,114.78813934326172,-0.8714296817779541,4.376443862915039,114.271240234375,-1.3371461629867554,1.1454226970672607
6.0,2.0,114.271240234375,-1.3371461629867554,1.1454226970672607,113.7542724609375,-1.8026577234268188,-2.0862812995910645
6.0,2.0,113.7542724609375,-1.8026577234268188,-2.0862812995910645,113.16190338134766,-1.4203720092773438,1.35579252243042
6.0,2.0,113.16190338134766,-1.4203720092773438,1.35579252243042,112.58136749267578,-1.5072519779205322,-0.6276943683624268
6.0,2.0,112.58136749267578,-1.5072519779205322,-0.6276943683624268,112.12828826904297,-1.692657470703125,-2.3594889640808105
6.0,2.0,112.12828826904297,-1.692657470703125,-2.3594889640808105,111.57947540283203,-1.1993812322616577,3.00186824798584
6.0,2.0,111.57947540283203,-1.1993812322616577,3.00186824798584,111.1575698852539,-1.682924509048462,-4.580324649810791
6.0,2.0,111.1575698852539,-1.682924509048462,-4.580324649810791,110.55511474609375,-1.4949917793273926,1.5415736436843872
6.0,2.0,110.55511474609375,-1.4949917793273926,1.5415736436843872,109.97167205810547,-1.3549729585647583,3.385383367538452
6.0,2.0,109.97167205810547,-1.3549729585647583,3.385383367538452,109.54129028320312,-1.1577171087265015,7.288153171539307
9.5,1.0,109.54129028320312,-1.1577171087265015,7.288153171539307,108.74639129638672,-2.6863133907318115,-4.27125883102417
4.5,5.0,108.74639129638672,-2.6863133907318115,-4.27125883102417,107.59130096435547,-2.2152693271636963,3.34303617477417
4.5,5.0,107.59130096435547,-2.2152693271636963,3.34303617477417,107.18416595458984,-1.1973663568496704,0.7998151779174805
4.5,5.0,107.18416595458984,-1.1973663568496704,0.7998151779174805,107.0038070678711,-0.5270857214927673,-3.0746097564697266
4.5,5.0,107.0038070678711,-0.5270857214927673,-3.0746097564697266,106.90093231201172,-0.26996323466300964,0.673798143863678
2.0,9.0,106.90093231201172,-0.26996323466300964,0.673798143863678,106.97587585449219,0.8610819578170776,4.436549186706543
2.0,9.0,106.97587585449219,0.8610819578170776,4.436549186706543,107.56570434570312,2.0233752727508545,3.729283332824707
2.0,9.0,107.56570434570312,2.0233752727508545,3.729283332824707,108.21942138671875,2.1470017433166504,-0.9719359278678894
2.0,9.0,108.21942138671875,2.1470017433166504,-0.9719359278678894,109.27979278564453,2.7918057441711426,1.8069264888763428
2.0,9.0,109.27979278564453,2.7918057441711426,1.8069264888763428,110.09475708007812,2.512211799621582,-1.8858152627944946
2.0,9.0,110.09475708007812,2.512211799621582,-1.8858152627944946,111.15435028076172,2.4999516010284424,-1.8547378778457642
2.0,9.0,111.15435028076172,2.4999516010284424,-1.8547378778457642,112.22596740722656,2.8972296714782715,1.5487453937530518
2.0,9.0,112.22596740722656,2.8972296714782715,1.5487453937530518,113.06002807617188,3.0090057849884033,3.463930368423462
2.0,9.0,113.06002807617188,3.0090057849884033,3.463930368423462,114.11873626708984,2.7794430255889893,1.8390284776687622
2.0,9.0,114.11873626708984,2.7794430255889893,1.8390284776687622,114.87995147705078,2.4146084785461426,-3.8361756801605225
2.0,9.0,114.87995147705078,2.4146084785461426,-3.8361756801605225,115.98594665527344,2.7257235050201416,-0.22300568222999573
2.0,9.0,115.98594665527344,2.7257235050201416,-0.22300568222999573,117.03282165527344,2.5255308151245117,-1.919966220855713
2.0,9.0,117.03282165527344,2.5255308151245117,-1.919966220855713,117.84500885009766,2.6921191215515137,-0.14138491451740265
2.0,9.0,117.84500885009766,2.6921191215515137,-0.14138491451740265,118.8897476196289,2.7172200679779053,1.9988548755645752
2.0,9.0,118.8897476196289,2.7172200679779053,1.9988548755645752,119.90523529052734,2.3758130073547363,-1.5458425283432007
2.0,9.0,119.90523529052734,2.3758130073547363,-1.5458425283432007,120.70577239990234,2.79134464263916,1.8115369081497192
2.0,9.0,120.70577239990234,2.79134464263916,1.8115369081497192,121.68067932128906,2.3316047191619873,-3.632465362548828
2.0,9.0,121.68067932128906,2.3316047191619873,-3.632465362548828,122.489501953125,2.7266969680786133,-2.420106887817383
2.5,3.0,122.489501953125,2.7266969680786133,-2.420106887817383,123.33416748046875,1.4935916662216187,-3.7347474098205566
2.5,3.0,123.33416748046875,1.4935916662216187,-3.7347474098205566,123.65259552001953,0.6976013779640198,0.45284155011177063
2.5,3.0,123.65259552001953,0.6976013779640198,0.45284155011177063,123.71427154541016,0.10400670766830444,-0.2621085047721863
2.5,3.0,123.71427154541016,0.10400670766830444,-0.2621085047721863,123.83992767333984,0.44891417026519775,1.0740472078323364
2.5,3.0,123.83992767333984,0.44891417026519775,1.0740472078323364,123.85025024414062,-0.016187548637390137,2.236374616622925
2.5,3.0,123.85025024414062,-0.016187548637390137,2.236374616622925,123.88199615478516,0.12415576726198196,1.886839747428894
